virus_name,refseq_id,host_name,virus_lineage,evidence
Klebsiella phage phi1_146030,PP889480,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146031,PP889481,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146032,PP889482,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146033,PP889483,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146034,PP889484,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146035,PP889485,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146036,PP889486,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146037,PP889487,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146039,PP889488,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146040,PP889489,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146041,PP889490,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146042,PP889491,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146043,PP889492,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146044,PP889493,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146045,PP889494,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146046,PP889495,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146047,PP889496,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146048,PP889497,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146049,PP889498,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146050,PP889499,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146051,PP889500,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146052,PP889501,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146053,PP889502,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146054,PP889503,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146055,PP889504,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146057,PP889505,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_146058,PP889506,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage phi1_175008,PQ360875,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Stephanstirmvirinae; unclassified Stephanstirmvirinae,RefSeq
Klebsiella phage phi1_175010,PQ066595,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Ackermannviridae; Taipeivirus; unclassified Taipeivirus,RefSeq
Klebsiella phage phi731,OQ404738,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; unclassified Webervirus,RefSeq
Klebsiella phage phiA25,PQ843213,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Przondovirus; unclassified Przondovirus,RefSeq
Klebsiella phage phiA85,PQ678658,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Jiaodavirus; unclassified Jiaodavirus,RefSeq
Klebsiella phage PhiK2046,PP736830,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKO2,NC_005857,Klebsiella oxytoca,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,"NCBI Virus, RefSeq, UniProt"
Klebsiella phage phiKpS2,NC_047857,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus KpS2,RefSeq
Klebsiella phage phiKp_1,LC768463,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_10,LC768472,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_11,LC768473,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_12,LC768474,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_13,LC768475,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_14,LC768476,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKp_15,"LC768477, LC768478",Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_16,LC768479,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_17,LC768480,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_18,LC768481,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_19,LC768482,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_20,LC768483,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_21,"LC768484, LC768485, LC768486, LC768487, LC768488, LC768489, LC768490, LC768491",Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Alcyoneusvirus; unclassified Alcyoneusvirus,RefSeq
Klebsiella phage phiKp_22,LC768492,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Jiaodavirus; unclassified Jiaodavirus,RefSeq
Klebsiella phage phiKp_23,"LC768493, LC768494",Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_24,LC768495,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKp_26,LC768496,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_27,LC768497,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Sugarlandvirus; unclassified Sugarlandvirus,RefSeq
Klebsiella phage phiKp_3,LC768464,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_30,LC768498,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lederbergvirus; unclassified Lederbergvirus,RefSeq
Klebsiella phage phiKp_31,LC768499,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teetrevirus; Teetrevirus Kp31,RefSeq
Klebsiella phage phiKp_32,LC768500,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKp_4,LC768465,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_5,LC768466,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_7-1,LC768467,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKp_7-2,LC768468,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiKp_8,LC768469,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiKp_9,"LC768470, LC768471",Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage phiTH1,PP801331,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phiW14,OK655936,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus W14,RefSeq
Klebsiella phage phiW14/TH1-302-1,MT431699,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Przondovirus; Przondovirus W14TH13021,RefSeq
Klebsiella phage phiwza,PQ843214,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; unclassified Webervirus,RefSeq
Klebsiella phage phiYH65,PQ059400,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jameshumphriesvirinae; Jedunavirus; unclassified Jedunavirus,RefSeq
Klebsiella phage phi_2077,OR148035,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; unclassified Webervirus,RefSeq
Klebsiella phage phi_270,OR148034,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage Phi_K2044,PP442062,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phi_KPN_H2,OQ267593,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage phi_KPN_HS3,OQ267592,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus KPNHS3,RefSeq
Klebsiella phage phi_KPN_S3,OQ267591,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage Phi_KR1,PP442063,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage Phi_KR8,PP442064,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage PIN1,PQ803402,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casjensviridae; Yonseivirus; unclassified Yonseivirus,RefSeq
Klebsiella phage PIN2,PQ803401,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casjensviridae; Yonseivirus; unclassified Yonseivirus,RefSeq
Klebsiella phage pK2420,PQ589833,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage pK3-24,PP915726,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Przondovirus; unclassified Przondovirus,RefSeq
Klebsiella phage pK8,OL702938,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus pK8; Webervirus KLPPOU149,RefSeq
Klebsiella phage pKMKP103,OR426634,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Sugarlandvirus; unclassified Sugarlandvirus,RefSeq
Klebsiella phage PKO111,NC_031095,Klebsiella oxytoca,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Jiaodavirus; Jiaodavirus pko111,RefSeq
Klebsiella phage Pkp-1,PV485104,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage pKP-BM327-1.1,OP413831,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Efbeekayvirus; unclassified Efbeekayvirus,RefSeq
Klebsiella phage pKP-BM327-1.2,OP413827,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Efbeekayvirus; unclassified Efbeekayvirus,RefSeq
Klebsiella phage pKP-BS317-1.1,OP413832,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus pKPBS31711,RefSeq
Klebsiella phage pKP-M186-2.1,OP413828,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autosignataviridae; Molineuxvirinae; Ulipvirus; Ulipvirus pKPM18621,RefSeq
Klebsiella phage pKP-M186-2.2,OP413829,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus pKPM18622,RefSeq
Klebsiella phage pKP-M212-2.1,OQ734493,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus M21221,RefSeq
Klebsiella phage pKp11,ON809559,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus pKp11,RefSeq
Klebsiella phage pKp383,NC_071136,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jameshumphriesvirinae; Sircambvirus; Sircambvirus pKp383,RefSeq
Klebsiella phage pKV-BS375-3.1,OP413830,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autosignataviridae; Molineuxvirinae; Gansuvirus; Gansuvirus pKVBS37531,RefSeq
Klebsiella phage PMBT12,PP554576,Klebsiella oxytoca,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage PMBT63,PP926509,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage PMBT64,PP926510,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage PMBT70,PP926511,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage PoeticCupcake,OR896844,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teetrevirus; unclassified Teetrevirus,RefSeq
Klebsiella phage Pone,MT701589,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus Pone,RefSeq
Klebsiella phage Poteet,PQ299796,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage Poynor,PQ299797,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Klebsiella phage PQ5104,PQ133627,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage PQ7254,PQ133628,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage pR7_1,OP684128,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Slopekvirus; unclassified Slopekvirus,RefSeq
Klebsiella phage Putnam,PQ358941,Klebsiella pneumoniae,Viruses; unclassified bacterial viruses,RefSeq
Klebsiella phage PWKp1,MZ634338,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; Drulisvirus PWKp1,RefSeq
Klebsiella phage PWKp14,MZ634345,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus KpKT21phi1,RefSeq
Klebsiella phage PWKp15,MZ634346,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus PWKp15,RefSeq
Klebsiella phage PWKp16,MZ634347,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Marfavirus; Marfavirus F48,RefSeq
Klebsiella phage PWKp17,MZ634348,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus PWKp17,RefSeq
Klebsiella phage PWKp18,MZ634349,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Marfavirus; Marfavirus F48,RefSeq
Klebsiella phage PWKp19,MZ634350,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; unclassified Webervirus,RefSeq
Klebsiella phage PWKp2,MZ634339,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; unclassified Drulisvirus,RefSeq
Klebsiella phage PWKp20,MZ634351,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Webervirus; Webervirus PWKp20,RefSeq
Klebsiella phage PWKp3,MZ634340,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; unclassified Drulisvirus,RefSeq
Klebsiella phage PWKp5,MZ634341,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Ackermannviridae; Taipeivirus; unclassified Taipeivirus,RefSeq
Klebsiella phage PWKp7,MZ634342,Klebsiella pneumoniae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; unclassified Drulisvirus,RefSeq
